surface,chambres,distance_centre,annee_construction,prix
101,1,4.0,2010,445946
57,3,17.8,2009,188639
56,2,1.2,2012,289975
77,1,17.8,2010,256228
52,2,11.9,2013,198827
78,2,7.3,1993,348547
114,3,14.7,2001,439392
30,5,10.6,2011,177450
87,2,10.5,2009,414670
101,1,3.1,2007,447667
87,2,8.4,1990,361398
117,1,5.6,2019,535468
112,2,1.3,2022,585176
107,3,7.8,2013,482734
41,1,2.7,2003,133114
85,2,5.9,1994,419961
63,1,2.8,2000,319692
25,2,2.9,2013,110465
61,3,4.8,2020,306279
44,4,20.0,2002,154430
76,1,1.0,2005,413821
104,1,13.1,2013,423052
74,1,3.7,2002,338644
35,1,18.5,2013,42947
114,5,2.8,2015,607715
33,3,19.1,1991,76990
58,1,12.6,2005,170635
47,3,1.0,1990,254138
115,2,18.0,2000,440881
111,1,10.9,2018,452978
70,2,6.0,2006,359145
68,3,15.6,2017,237207
28,1,18.6,2018,9970
77,5,10.2,1992,340928
64,2,7.0,1999,284624
41,1,16.0,2003,47426
51,2,14.0,2001,152323
88,3,17.9,2019,288516
106,1,14.2,2021,421528
88,3,5.6,2021,453871
61,1,18.7,2021,117529
72,1,3.0,2015,381420
115,2,6.1,1990,579117
78,1,10.9,1991,290796
93,1,11.7,2006,342330
58,3,1.3,2019,409390
34,3,15.8,1996,53147
90,1,7.9,2016,386267
48,1,8.7,1998,182792
22,2,16.4,2011,51826
102,5,8.2,2023,521936
29,1,1.9,1990,136958
111,1,4.4,1998,477349
48,2,19.2,2009,100395
98,1,2.3,2008,441587
54,3,7.7,1993,248302
25,2,10.6,1998,62151
31,2,10.4,2011,75398
57,4,1.1,2007,378401
96,4,10.5,2001,421459
112,1,8.3,1998,438471
38,3,19.5,1995,66567
86,3,4.0,2008,435293
27,1,7.7,1996,47877
27,4,9.0,2005,148059
103,3,8.4,1994,435912
66,1,13.7,2005,261918
23,1,5.1,1990,106746
70,1,5.2,2008,304999
104,1,14.9,2006,361275
86,1,10.5,2015,340826
64,1,8.9,2011,271928
27,1,4.2,1997,123128
106,5,4.6,2022,557703
35,2,1.2,1991,202754
96,1,2.7,2019,445669
86,2,11.6,2009,339600
28,1,17.9,2007,-41455
79,2,6.5,1999,381137
97,3,7.2,2013,464725
96,2,3.2,1993,439695
90,1,8.4,1993,414812
34,4,1.7,2002,237010
90,2,18.4,2014,281586
117,5,13.8,2002,539016
60,1,19.8,2007,147733
41,1,17.8,2013,84201
43,1,10.0,1991,129574
63,2,10.9,2022,270096
20,1,4.6,2008,88667
29,2,9.8,1998,115189
99,2,18.2,2017,304658
91,2,2.0,1999,440357
75,3,17.4,1990,295885
108,1,7.5,2010,447521
69,1,18.1,1998,173387
31,3,18.9,2004,38810
108,2,13.7,1994,388311
100,5,13.6,2011,392776
79,2,9.6,2012,330514
45,1,16.9,1996,93619
97,1,19.3,2012,310951
60,2,15.7,2014,193239
55,2,12.8,2016,202824
42,4,12.5,1995,194809
62,2,17.1,2023,193779
25,2,11.3,1998,55402
88,1,16.3,2022,297711
62,3,10.7,1995,272464
44,3,2.2,2020,303622
37,4,8.3,2023,185941
81,5,9.4,2018,406773
32,1,3.7,2003,163042
62,1,2.9,2004,272058
97,3,11.2,1997,412645
47,1,2.6,2015,202298
37,2,6.8,2010,127470
78,4,15.1,2017,330042
79,3,19.3,1993,245785
82,1,14.6,2005,287301
76,1,19.9,2011,211413
111,2,14.3,2001,407274
70,2,6.6,2005,317629
75,1,13.8,2018,235551
46,2,14.3,2007,176905
51,1,8.1,1999,164435
28,3,1.3,2007,191276
115,1,14.4,1990,398196
103,1,1.4,2010,513049
111,1,13.0,1990,410281
116,2,4.1,2004,534454
87,1,11.7,1993,344911
65,4,10.6,2009,299466
117,5,1.3,1999,641505
86,1,7.9,2012,340616
45,2,12.4,2023,129392
27,3,17.1,2022,61268
25,3,17.9,2023,35371
99,2,10.2,1999,428822
43,1,14.8,2009,105342
67,1,7.0,1990,279513
113,1,7.5,2002,443601
64,3,4.7,1990,364957
32,1,11.7,1994,73200
88,5,7.0,2005,467649
44,2,2.6,2004,216070
39,3,14.0,2017,145264
101,4,14.4,2020,399903
101,1,7.8,2012,444442
85,1,2.5,2006,397080
93,1,9.1,2023,393132
64,1,9.4,2002,264009
66,1,13.7,2003,186643
82,1,7.0,2000,330951
95,1,14.0,2017,365408
96,2,17.6,2021,399030
74,1,5.5,2020,333937
94,1,19.6,2006,306983
38,3,8.3,1998,170056
54,1,6.1,1999,278254
72,2,9.0,1997,257441
45,1,2.8,2010,227723
33,2,3.4,2002,138565
64,3,8.9,1994,219867
63,3,15.5,1995,226558
107,1,18.1,2019,375434
84,2,13.6,2020,320195
70,1,3.0,2006,330952
62,3,13.8,2000,310542
105,3,13.1,2009,431787
42,1,16.3,1998,95767
75,1,16.7,1991,207748
38,1,17.5,1990,56918
101,1,8.9,1993,406527
95,1,14.3,2014,339302
74,2,6.1,1992,378801
111,4,20.0,1998,443843
111,2,4.3,2011,530536
79,3,1.2,2012,372365
78,2,3.8,2001,368128
52,3,15.7,1999,237301
38,3,9.5,2023,171633
47,1,9.5,1999,194957
71,1,19.1,2019,236639
68,2,18.5,2011,211816
56,3,6.9,1995,243740
45,1,5.0,1991,133468
118,1,17.1,2019,447413
117,4,18.2,1991,432801
118,2,11.3,2021,506390
59,1,13.0,2005,162623
99,1,5.9,2001,428536
57,1,16.2,1990,147405
96,3,13.0,1997,397821
106,1,10.6,2002,397228
73,2,2.1,2004,401544
41,5,18.4,1997,116152
35,1,12.7,1999,42796
47,3,4.7,1994,241224
54,2,12.5,2008,195967
79,1,13.9,2000,276668
64,1,11.0,2009,270546
65,3,14.6,2009,238193
91,1,12.0,2010,346080
74,1,19.0,2007,180551
105,1,2.0,1999,516231
104,2,3.0,2023,519239
45,1,4.3,2015,204301
104,2,14.1,2019,364763
44,3,13.3,1998,191513
84,2,17.9,2020,257765
25,3,14.9,1993,37196
42,2,10.7,1995,159029
83,1,19.8,2003,208782
106,2,6.1,1993,440957
62,3,16.8,2015,161425
42,2,9.1,2006,188643
115,1,13.3,2008,430736
49,3,14.8,1995,235318
96,1,13.0,2018,342569
37,1,3.7,2000,152436
106,4,9.4,2005,477120
98,3,11.7,2019,431472
116,3,17.1,2014,442458
40,2,9.4,2000,170444
76,1,18.5,1996,191029
42,1,9.4,2015,121156
110,1,11.4,2011,395803
64,4,16.1,2014,191645
63,3,12.1,2008,244643
101,1,19.2,2020,327778
107,1,13.5,2015,394796
66,5,10.9,2012,350901
59,2,1.4,2002,344366
70,5,8.9,2014,349281
61,1,6.7,1991,206080
26,2,15.2,1991,20506
69,1,5.0,2005,295888
67,1,4.9,1998,281778
103,5,4.6,2017,528849
110,1,3.4,2002,491383
25,2,6.9,2002,101854
110,1,17.8,2020,372618
28,1,15.7,2010,37695
76,4,15.0,2021,324881
50,5,16.1,2023,184689
40,3,6.1,1997,232906
109,1,17.9,1991,341845
59,2,3.6,2021,265176
64,3,7.4,2017,319204
96,3,12.1,1990,374230
68,3,3.0,1999,364835
106,3,14.9,1993,356856
39,2,8.4,1999,194492
111,3,15.9,2000,451173
36,5,10.4,2003,147002
47,1,4.4,2001,177201
60,1,15.0,2006,222762
85,3,5.8,2005,392948
44,1,10.3,1991,120816
77,1,2.4,2000,309932
60,1,12.7,1992,183775
25,3,13.7,2018,72745
94,3,8.2,2007,449334
57,3,19.1,2009,132716
25,2,17.6,2003,-22190
64,2,14.5,2023,243016
94,2,14.6,2020,389133
33,3,5.8,2007,139260
85,2,13.5,2019,359622
59,1,4.8,2014,273945
22,2,3.7,2008,157470
118,3,20.0,1997,425535
116,1,12.8,2017,395716
43,3,9.2,1997,183201
38,1,6.5,2020,193227
37,1,12.5,1992,69085
83,1,1.9,1992,383520
107,1,2.8,2011,500506
54,1,1.6,2006,201493
81,1,10.5,2006,357525
20,1,12.4,2003,-438
119,1,2.2,1998,569259
44,1,14.7,2019,116903
64,2,5.4,2010,337042
68,1,14.0,2001,232581
117,2,19.7,2021,416322
108,1,14.1,2000,378483
35,2,17.8,2009,82820
117,4,19.0,2000,404522
112,1,10.2,1997,468112
38,1,14.3,1993,52226
42,3,17.2,2016,153220
102,3,7.8,2019,482452
44,1,6.0,2016,212004
35,1,19.0,2010,36681
73,3,14.8,2009,234892
92,1,5.2,1993,383716
20,4,9.5,2000,117016
61,1,16.1,2002,176673
38,2,11.4,1998,156776
116,1,13.3,1993,449740
53,1,15.3,2001,119038
99,2,12.8,1998,369034
74,1,11.3,2002,277419
37,4,15.2,2015,76464
53,2,14.8,2002,208122
108,2,13.0,2017,450535
64,1,7.8,2008,294951
25,2,8.7,2013,62391
40,2,19.4,2008,100969
89,1,3.1,2002,471269
115,1,6.1,2002,472763
67,1,10.4,2017,279784
58,3,16.9,1991,181546
50,1,4.1,1999,190800
29,4,6.3,2011,189062
49,1,2.3,2002,264288
37,2,14.4,1998,80548
79,3,5.5,2022,426114
107,3,8.4,2003,444167
92,2,9.4,2009,357158
114,1,17.9,2004,399400
34,2,8.8,2021,146897
23,1,3.8,2022,106952
82,3,11.0,2006,372182
59,3,19.3,2013,190906
28,4,12.5,2019,141939
28,2,19.7,2002,6962
45,1,17.0,2005,109735
23,2,1.7,1991,131808
100,1,13.5,2006,425359
35,1,6.4,2021,133749
34,3,11.6,1997,177137
118,1,6.3,1992,512304
71,1,7.6,2001,259055
88,4,18.5,2009,364740
24,3,4.9,2005,147811
39,3,17.6,2003,118105
98,1,1.6,2005,502388
37,4,2.7,2022,259609
21,2,17.2,2019,-4055
112,2,13.0,2001,472167
32,1,15.2,2004,51641
23,4,5.0,2007,176036
61,1,11.2,2017,172015
93,4,15.0,2012,397810
80,3,12.9,2003,307564
114,2,10.0,2019,536072
27,1,19.2,2022,19154
86,1,13.8,2004,312773
82,1,18.2,1996,256532
28,5,14.9,2004,83648
113,2,15.0,2000,474317
30,1,2.5,2018,214901
118,2,7.8,2020,542354
61,5,17.3,2014,280878
32,1,5.4,2013,130796
55,3,3.2,2008,281620
32,1,7.2,1991,116858
31,1,5.2,2011,152278
56,1,18.6,2009,122326
93,1,17.5,2022,329721
92,3,10.5,1997,403413
71,2,2.2,2014,343452
90,2,14.6,1998,345579
21,1,12.8,2023,56284
75,2,19.4,2012,234021
79,3,11.6,1994,354135
42,2,7.4,2014,160441
59,1,10.9,1997,219646
83,4,19.6,2005,266788
104,2,14.2,2004,374469
42,2,13.8,1990,103318
48,3,5.6,2011,226891
97,1,15.1,1992,323844
109,3,15.3,2003,427649
70,1,7.0,2007,318872
88,1,10.2,2007,342455
114,2,6.6,1992,469182
108,5,5.9,1999,574663
50,1,1.5,1990,226644
69,3,6.4,2016,338860
39,1,11.5,2016,134534
74,1,1.0,2000,370716
100,4,6.4,1994,512324
21,1,17.7,1996,-13646
44,3,12.3,2008,148753
32,1,12.5,2018,138319
111,1,8.7,2004,470783
89,1,13.9,2001,314739
86,3,4.6,2019,459019
77,1,16.6,2009,251130
118,1,3.2,1992,549226
101,3,13.5,1998,472428
94,2,7.5,2015,417785
103,5,15.2,1991,427331
83,4,11.4,2012,376604
